,SMILES,HOMO,LUMO,Molecular Weight,Heavy Atom Molecular Weight,Max Absolute Partial Charge,Max Partial Charge,Min Abs Partial Charge,Min Partial Charge,Radical Electrons,Valence Electrons,NHOH Count,NO Count,H Acceptors,H Donors,Ring Count,Aliphatic Rings,Aromatic Rings,Saturated Rings,Aromatic Carbocycles,Aromatic Heterocycles,Heteroatoms,Rotatable Bonds,Saturated Carbocycles,Saturated Heterocycles,H Count,C Count,N Count,F Count,Halogen Count,Double Bonds,Triple Bonds
0,"Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6cc(S(C)(=O)=O)sc65)s4)sc3c(-c3ccc(C)s3)c3ccsc32)s1
",-0.17,-0.118,763.1619999999999,740.9859999999998,0.22315838365587842,0.18442213466035084,0.18442213466035084,-0.22315838365587842,0,228,0,2,10,0,9,0,9,0,1,8,11,6,0,0,22,35,0,0,0,2,0
1,"CN1c2ccccc2C(=C2c3ccc(-c4cccs4)cc3N(C)C2=O)C1=O
",-0.183,-0.135,372.4490000000001,356.3210000000001,0.3107641559467034,0.259055151938994,0.259055151938994,-0.3107641559467034,0,132,0,4,3,0,5,2,3,0,2,1,5,1,0,0,16,22,2,0,0,3,0
2,"Cc1cc(-c2cc3c4nsnc4c(-c4cc(C)c(-c5cccs5)s4)cc3c3nsnc32)sc1-c1cccs1
",-0.173,-0.133,600.8660000000001,584.738,0.17225146971005487,0.11359319746259713,0.11359319746259713,-0.17225146971005487,0,184,0,4,10,0,8,0,8,0,2,6,10,4,0,0,16,28,4,0,0,0,0
3,"Cn1c2ccccc2c2ccc(-c3ccc(-c4ccc(C5=C(c6ccccc6)C(c6ccccc6)=C(c6ccc(-c7cccs7)s6)[Si]5(C)C)s4)s3)cc21
",-0.158,-0.112,770.1580000000002,734.8780000000003,0.3435905398141077,0.11708320381350468,0.11708320381350468,-0.3435905398141077,0,256,0,1,5,0,10,1,9,0,4,5,6,7,0,0,35,47,1,0,0,2,0
4,"Cc1cc(-c2c3cc(-c4cccs4)sc3c(-c3cc(C)c(C)s3)c3cc(-c4ccc(-c5ccc6c(c5F)N(C)C(=O)C6=C5c6cccc(F)c6N(C)C5=O)s4)sc32)sc1C
",-0.17,-0.137,899.194,866.938,0.3081180979913949,0.259140422433135,0.259140422433135,-0.3081180979913949,0,296,0,4,8,0,11,2,9,0,3,6,12,5,0,0,32,48,2,2,2,3,0
5,"C#Cc1cc(OC)c(C#Cc2scc3nc(-c4ccccc4)c(-c4ccccc4)nc32)cc1OC
",-0.175,-0.121,472.5690000000002,452.40900000000033,0.49540182005642774,0.13551270266674484,0.13551270266674484,-0.49540182005642774,0,168,0,4,5,0,5,0,5,0,3,2,5,4,0,0,20,30,2,0,0,0,2
6,"Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c(s4)c(-c4ccc(C)cc4)c4ccsc4c5-c4ccc(C)cc4)s3)c3nsnc32)c1
",-0.169,-0.125,697.013,668.7890000000001,0.1722221668748831,0.11359893461035372,0.11359893461035372,-0.1722221668748831,0,228,0,2,7,0,9,0,9,0,4,5,7,5,0,0,28,40,2,0,0,0,0
7,"CC1=CC(c2cc(C)c(-c3ccc(-c4sc(-c5nc(C)c(-c6cccs6)s5)nc4C)s3)s2)=S=C1
",-0.168,-0.111,552.8620000000002,532.7020000000001,0.2381253432226292,0.1525862606541103,0.1525862606541103,-0.2381253432226292,0,170,0,2,7,0,6,1,5,0,0,5,8,5,0,0,20,26,2,0,0,3,0
8,"CN1C(=O)C2=C(c3ccc(-c4ccc(C(F)(F)F)cc4)s3)N(C)C(=O)C2=C1c1ccc(-c2ccc(C(F)(F)F)cc2)s1
",-0.178,-0.136,616.6080000000004,598.4640000000003,0.41591022734952726,0.41591022734952726,0.30914243350771164,-0.30914243350771164,0,214,0,4,4,0,6,2,4,0,2,2,12,4,0,0,18,30,2,6,6,4,0
9,"CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4ccc(-c5ccc(C=CC=C(C#N)C(=O)O)s5)s4)cc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21
",-0.172,-0.131,762.9999999999999,724.6959999999997,0.4771150288588499,0.34593927051064916,0.34593927051064916,-0.4771150288588499,0,272,1,4,5,1,9,2,7,0,5,2,6,8,0,0,38,50,2,0,0,3,1
10,"C=Cc1ccc(N(c2ccccc2)c2ccc(-c3ccc(C=C4SC(=S)N(CC(=O)O)C4=O)s3)cc2)cc1
",-0.179,-0.126,554.7180000000003,532.5420000000001,0.4799130454369622,0.32320746686798885,0.32320746686798885,-0.4799130454369622,0,188,1,5,6,1,5,1,4,1,3,1,8,8,0,1,22,30,2,0,0,5,0
11,"N#CC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O
",-0.178,-0.128,504.63600000000014,484.4760000000003,0.47711441105641134,0.34599226931326155,0.34599226931326155,-0.47711441105641134,0,174,1,4,5,1,5,0,5,0,3,2,6,7,0,0,20,30,2,0,0,2,1
12,"Cc1cc[se]c1
",-0.204,-0.049,145.06300000000002,139.015,,,,,0,32,0,0,0,0,1,0,1,0,0,1,1,0,0,0,6,5,0,0,0,0,0
13,"Cc1nc(-c2nc(C)c(-c3ccc(C4=S=C5c6cc7c(cc6C(C)(C)C5=C4)-c4sccc4C7(C)C)s3)s2)sc1-c1cccs1
",-0.165,-0.112,681.0360000000003,652.8120000000001,0.2381253432226292,0.15258626065410133,0.15258626065410133,-0.2381253432226292,0,218,0,2,7,0,9,3,6,0,1,5,8,4,0,0,28,36,2,0,0,3,0
14,"Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3ccc(-c5ccc(-c6ccc(-c7ccc(-c8cccs8)s7)c7nsnc76)s5)s3)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1
",-0.163,-0.127,1089.561,1045.2089999999994,0.17222216519256353,0.11359876331395534,0.11359876331395534,-0.17222216519256353,0,360,0,2,9,0,15,2,13,0,6,7,9,9,0,0,44,66,2,0,0,0,0
15,"O=C1c2ccccc2C(=O)C1=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=Cc5cccs5)s4)cc3)c3ccc(-c4ccc(C=Cc5cccs5)s4)cc3)cc2)s1
",-0.169,-0.125,864.176,830.9119999999997,0.3105044677959651,0.19727000087258592,0.19727000087258592,-0.3105044677959651,0,288,0,3,8,0,10,1,9,0,4,5,8,11,0,0,33,52,1,0,0,5,0
16,"COc1cccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5cc6c(s5)c(-c5ccc(C)s5)c5ccsc5c6-c5ccc(C)s5)s4)c3nc2-c2cccc(OC)c2)c1
",-0.168,-0.118,887.236,852.9639999999998,0.4967444722467425,0.11903627779936723,0.11903627779936723,-0.4967444722467425,0,292,0,4,10,0,11,0,11,0,4,7,10,9,0,0,34,50,2,0,0,0,0
17,"Cc1csc(C=Cc2cccc3nsnc32)c1C
",-0.182,-0.118,272.398,260.30199999999996,0.17292113015155686,0.11150501236663847,0.11150501236663847,-0.17292113015155686,0,90,0,2,4,0,3,0,3,0,1,2,4,2,0,0,12,14,2,0,0,1,0
18,"C=Cc1ccc2c3ccc(C=Cc4sc(-c5cc(C)cs5)cc4C)cc3n(-c3ccc(OC)cc3)c2c1
",-0.165,-0.096,517.7190000000003,490.5030000000003,0.4967658832524285,0.11851093463477362,0.11851093463477362,-0.4967658832524285,0,182,0,2,4,0,6,0,6,0,3,3,4,6,0,0,27,33,1,0,0,2,0
19,"C=Cc1ccc2c3ccc(C=Cc4ccc(-c5ccc(C6=C(C)C(C)=C(c7ccc(-c8cccs8)s7)S6(=O)=O)s5)s4)cc3n(-c3ccc(OC)cc3)c2c1
",-0.167,-0.122,796.0980000000001,762.834,0.4967658832524285,0.20943155021412013,0.20943155021412013,-0.4967658832524285,0,266,0,4,8,0,9,1,8,0,3,5,9,9,0,0,33,45,1,0,0,6,0
20,"Cc1cc2cc3c(C#C[Si](C)(C)C)c4cc5sc(C)cc5cc4c(C#C[Si](C)(C)C)c3cc2s1
",-0.162,-0.114,510.87600000000026,480.6360000000003,0.14058364300745568,0.12934760905349021,0.12934760905349021,-0.14058364300745568,0,170,0,0,2,0,5,0,5,0,3,2,4,0,0,0,30,30,0,0,0,0,2
21,"CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2ccc(-c4nc5sc(-c6cccs6)nc5s4)s2)cc1C3(C)C
",-0.168,-0.114,626.9440000000001,604.768,0.22243441846169978,0.15546782859947547,0.15546782859947547,-0.22243441846169978,0,196,0,2,8,0,9,2,7,0,1,6,8,3,0,0,22,32,2,0,0,0,0
22,"C=Cc1ccc2c3ccc(C=Cc4sc(-c5ccc(-c6ccc(-c7cc(C)cs7)s6)s5)cc4C)cc3n(-c3ccc(OC)cc3)c2c1
",-0.161,-0.105,681.9730000000001,650.7249999999999,0.4967658832524285,0.11851093463477362,0.11851093463477362,-0.4967658832524285,0,230,0,2,6,0,8,0,8,0,3,5,6,8,0,0,31,41,1,0,0,2,0
23,"COc1c(OC)c(-c2ccc(-c3cc4c(s3)c(-c3ccc(C)s3)c3ccsc3c4C3=S=C(C)C=C3)s2)c2nsnc2c1-c1cccs1
",-0.168,-0.122,741.0690000000001,716.877,0.49207898175342835,0.17193058104955355,0.17193058104955355,-0.49207898175342835,0,232,0,4,10,0,9,1,8,0,2,6,11,7,0,0,24,36,2,0,0,3,0
24,"N#CC(=Cc1ccc(-c2ccc(-c3ccc(C=C(C#N)c4ccc([N+](=O)[O-])cc4)s3)c3c2C(=O)OC3=O)s1)c1ccc([N+](=O)[O-])cc1
",-0.22,-0.163,656.6570000000002,640.5290000000001,0.3856233600472027,0.3470973724288285,0.3470973724288285,-0.3856233600472027,0,226,0,11,11,0,6,1,5,0,3,2,13,8,0,0,16,34,4,0,0,6,2
25,"COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4cc5c(s4)-c4sc(-c6cc(C)c(-c7ccc(C8=S=C(C=C(C#N)C(=O)OC)C=C8C)s7)s6)cc4[Si]5(C)C)cc3C)s2)s1
",-0.173,-0.133,989.448,953.1599999999999,0.46489358022062566,0.34815462958231264,0.34815462958231264,-0.46489358022062566,0,314,0,6,13,0,9,2,7,0,0,7,15,10,0,0,36,48,2,0,0,7,2
26,"CN1C(=O)C2=C(c3ccc(-c4ccccc4)s3)N(C)C(=O)C2=C1c1cccs1
",-0.169,-0.123,404.5160000000002,388.3880000000002,0.3091428227527953,0.26064863272645616,0.26064863272645616,-0.3091428227527953,0,138,0,4,4,0,5,2,3,0,1,2,6,3,0,0,16,22,2,0,0,4,0
27,"Cc1ccc(-c2ccc(-c3cnc(-c4cc5c(s4)-c4sc(-c6ncc(-c7ccc(-c8ccc(C)s8)s7)c7nsnc76)cc4[Si]5(C)C)c4nsnc43)s2)s1
",-0.167,-0.138,849.2739999999999,825.0819999999999,0.2522291029441264,0.13207219733740536,0.13207219733740536,-0.2522291029441264,0,258,0,6,14,0,11,1,10,0,0,10,15,6,0,0,24,38,6,0,0,0,0
28,"CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5ccc(C6=C(c7ccccc7)C(c7ccccc7)=C(c7ccc(-c8ccc(C9=S=CC=C9)s8)s7)[Si]6(C)C)s5)s4)s3)cc21
",-0.159,-0.115,947.451,905.115,0.14298495944526898,0.11708320381353239,0.11708320381353239,-0.14298495944526898,0,310,0,0,5,0,12,3,9,0,4,5,7,9,0,0,42,57,0,0,0,5,0
29,"COCc1cc2csc(-c3cc4c(s3)c(OC)c3ccsc3c4OC)c2s1
",-0.167,-0.091,432.61300000000017,416.4850000000001,0.4945632210082557,0.14511535296437922,0.14511535296437922,-0.4945632210082557,0,138,0,3,7,0,5,0,5,0,1,4,7,5,0,0,16,20,0,0,0,0,0
30,"Cn1c2ccccc2c2ccc(-c3ccc(-c4cnc(-c5cccs5)c5nsnc54)s3)cc21
",-0.179,-0.134,480.64300000000014,464.51500000000016,0.3435905398141292,0.13207189240457962,0.13207189240457962,-0.3435905398141292,0,158,0,4,7,0,7,0,7,0,2,5,7,3,0,0,16,26,4,0,0,0,0
31,"COc1c2ccsc2c(OC)c2cc(-c3sc(-c4sc(-c5cc(C)cs5)c5c4C(=O)N(C)C5=O)cc3C)sc21
",-0.173,-0.115,607.8250000000002,586.6570000000002,0.49456322103056677,0.2623279148808522,0.2623279148808522,-0.49456322103056677,0,196,0,5,9,0,7,1,6,0,1,5,10,5,0,0,21,29,1,0,0,2,0
32,"CC1(C)CC(C=Cc2ccc(N(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)=CC(=C(C#N)C(=O)O)C1
",-0.163,-0.121,794.999,748.631,0.4771075244150993,0.34622836668843315,0.34622836668843315,-0.4771075244150993,0,298,1,6,5,1,8,1,7,0,7,0,6,12,0,0,46,55,4,0,0,4,1
33,"COc1c2cc(C)sc2c(OC)c2cc(-c3ccc(-c4sc(-c5ccc(C)s5)c5c4C(=O)N(C)C5=O)s3)sc21
",-0.167,-0.113,607.8250000000003,586.6570000000003,0.49456303520571787,0.26232791345796125,0.26232791345796125,-0.49456303520571787,0,196,0,5,9,0,7,1,6,0,1,5,10,5,0,0,21,29,1,0,0,2,0
34,"Cc1c2ccsc2c(C)c2cc(-c3ccc(-c4cnc(-c5cccs5)c5nsnc54)s3)sc21
",-0.177,-0.137,517.7510000000001,502.63100000000014,0.2522294097797512,0.1320718924202178,0.1320718924202178,-0.2522294097797512,0,160,0,3,8,0,7,0,7,0,1,6,8,3,0,0,15,25,3,0,0,0,0
35,"CC(=O)c1cc2c(csc2-c2cc3c(s2)c(C)c2ccsc2c3C)s1
",-0.176,-0.117,398.59900000000005,384.4870000000001,0.2936046812527578,0.16925420019698859,0.16925420019698859,-0.2936046812527578,0,124,0,1,5,0,5,0,5,0,1,4,5,2,0,0,14,20,0,0,0,1,0
36,"Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1cnc(-c2ncc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3C)s2)s1
",-0.162,-0.107,847.1720000000001,808.8679999999996,0.31050593610654,0.1522439668669024,0.1522439668669024,-0.31050593610654,0,290,0,4,8,0,10,0,10,0,6,4,8,11,0,0,38,52,4,0,0,0,0
37,"Cc1nc(-c2nc(C)c(-c3ccc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)s3)s2)sc1-c1cccs1
",-0.167,-0.112,580.9480000000002,560.7880000000001,0.2381253432226292,0.15258626065410127,0.15258626065410127,-0.2381253432226292,0,174,0,2,8,0,7,1,6,0,0,6,9,4,0,0,20,26,2,0,0,0,0
38,"Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3cccc5nc6c7ccsc7c7sccc7c6nc53)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1
",-0.17,-0.118,917.2619999999998,876.9419999999994,0.24376420528649562,0.09883778378782478,0.09883778378782478,-0.24376420528649562,0,314,0,2,6,0,14,2,12,0,7,5,6,5,0,0,40,60,2,0,0,0,0
39,"COc1ccc(N(c2ccc(C=Cc3cc4c(s3)-c3sc(C=C(C#N)C(=O)O)cc3C4(C)C)cc2)c2ccc(OC)cc2)cc1
",-0.164,-0.121,630.7910000000003,600.5510000000002,0.4967658832525265,0.3459922707463303,0.3459922707463303,-0.4967658832525265,0,224,1,6,7,1,6,1,5,0,3,2,8,9,0,0,30,37,2,0,0,3,1
40,"Cn1c2ccsc2c2sc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc21
",-0.166,-0.124,491.71300000000014,478.6090000000002,0.3421677357225655,0.11359876021230762,0.11359876021230762,-0.3421677357225655,0,150,0,3,8,0,7,0,7,0,1,6,8,3,0,0,13,23,3,0,0,0,0
41,"Cc1nc(-c2nc(C)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)sc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1
",-0.166,-0.099,682.9180000000002,648.646,0.3105059360386746,0.15255787972352164,0.15255787972352164,-0.3105059360386746,0,242,0,4,6,0,8,0,8,0,6,2,6,9,0,0,34,44,4,0,0,0,0
42,"CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2ccc(-c4ccc(-c5cccs5)c5nsnc54)s2)cc1C3(C)C
",-0.166,-0.125,620.9150000000001,596.7230000000001,0.1722221683062649,0.11359876021224247,0.11359876021224247,-0.1722221683062649,0,200,0,2,7,0,9,2,7,0,2,5,7,3,0,0,24,34,2,0,0,0,0
43,"c1csc(-c2cc(-c3cccs3)c(-c3cccs3)s2)c1
",-0.178,-0.092,330.524,320.44399999999996,0.14378963526391914,0.05355446623316532,0.05355446623316532,-0.14378963526391914,0,98,0,0,4,0,4,0,4,0,0,4,4,3,0,0,10,16,0,0,0,0,0
44,"CN1c2ccccc2C(=C2c3ccc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)cc3N(C)C2=O)C1=O
",-0.176,-0.129,510.71600000000024,488.54000000000025,0.3107641559467034,0.25905515193900785,0.25905515193900785,-0.3107641559467034,0,172,0,4,4,0,7,3,4,0,2,2,7,1,0,0,22,28,2,0,0,3,0
45,"CC1(C)c2ccccc2-c2ccc(N(c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)cc3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21
",-0.176,-0.124,654.835,620.563,0.477114411056431,0.34599226929785565,0.34599226929785565,-0.477114411056431,0,238,1,4,4,1,8,2,6,0,5,1,5,6,0,0,34,44,2,0,0,2,1
46,"COc1ccc(C=Cc2ccc(C=Cc3cc(C)c(C=Cc4ccc(C=Cc5cc(C)c(C=Cc6ccc(C=Cc7cc(C)c(C=O)cc7C)s6)cc5C)s4)cc3C)s2)cc1
",-0.162,-0.12,851.215,800.815,0.4967678242055902,0.14982577005335662,0.14982577005335662,-0.4967678242055902,0,304,0,2,5,0,7,0,7,0,4,3,5,14,0,0,50,56,0,0,0,7,0
47,"COc1ccc(N(c2ccc(C=Cc3ccc(C=C(C#N)C(=O)O)s3)cc2)c2ccc(OC)cc2)cc1
",-0.169,-0.121,508.5990000000002,484.4070000000003,0.4967658832525265,0.34599226928635785,0.34599226928635785,-0.4967658832525265,0,184,1,6,6,1,4,0,4,0,3,1,7,9,0,0,24,30,2,0,0,3,1
48,"Cc1cc(C=C2C(=O)c3ccccc3C2=O)sc1-c1cc(C)c(-c2cc(C)c(-c3ccc(-c4sc(-c5sc(C6=S=C(C=C7C(=O)c8ccccc8C7=O)C=C6C)cc5C)cc4C)s3)s2)s1
",-0.172,-0.133,973.347,937.0589999999997,0.28843231563615895,0.1972700022632228,0.1972700022632228,-0.28843231563615895,0,318,0,4,10,0,11,3,8,0,2,6,11,8,0,0,36,54,0,0,0,9,0
49,"CC(=O)c1sc2csc(-c3cc4c(s3)c(C)c3ccsc3c4C)c2c1F
",-0.18,-0.119,416.5890000000001,403.4850000000002,0.2934871703981854,0.1722440966590877,0.1722440966590877,-0.2934871703981854,0,130,0,1,5,0,5,0,5,0,1,4,6,2,0,0,13,20,0,1,1,1,0
50,"Cc1cc2c3ccsc3c3sc(-c4ccc(-c5cnc(-c6cccs6)c6nsnc65)s4)cc3c2cc1C
",-0.175,-0.136,567.811,550.6750000000001,0.2522294097797512,0.1320718924202178,0.1320718924202178,-0.2522294097797512,0,178,0,3,8,0,8,0,8,0,2,6,8,3,0,0,17,29,3,0,0,0,0
51,"COC(=O)c1sc2csc(-c3cc4c(s3)c(OC)c3ccsc3c4OC)c2c1F
",-0.169,-0.11,464.58600000000024,451.48200000000026,0.49456322102411515,0.3506234545246485,0.3506234545246485,-0.49456322102411515,0,148,0,4,8,0,5,0,5,0,1,4,9,4,0,0,13,20,0,1,1,1,0
52,"COc1ccc(N(c2ccc(OC)cc2)c2ccc(C(=Cc3ccc(C=C(C#N)C(=O)O)s3)c3ccc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)cc3)cc2)cc1
",-0.157,-0.118,811.9600000000002,770.6319999999998,0.4967658832525265,0.3459922692863786,0.3459922692863786,-0.4967658832525265,0,298,1,9,9,1,7,0,7,0,6,1,10,15,0,0,41,50,3,0,0,3,1
53,"C=Cc1sccc1C(=O)OC
",-0.205,-0.097,168.21699999999996,160.15299999999996,0.4653803328504309,0.3388199814335141,0.3388199814335141,-0.4653803328504309,0,58,0,2,3,0,1,0,1,0,0,1,3,2,0,0,8,8,0,0,0,2,0
54,"N#CC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)C(=O)O
",-0.189,-0.116,340.38200000000006,324.2540000000001,0.47711476516404644,0.34596184779034156,0.34596184779034156,-0.47711476516404644,0,126,1,4,3,1,3,0,3,0,3,0,4,5,0,0,16,22,2,0,0,2,1
55,"COc1c2sccc2c2cc(-c3cc(C)c(-c4nc5sc(-c6sccc6C)nc5s4)s3)sc2c1OC
",-0.172,-0.112,582.844,564.7,0.49140021554831537,0.1796310153147269,0.1796310153147269,-0.49140021554831537,0,180,0,4,10,0,7,0,7,0,1,6,10,5,0,0,18,26,2,0,0,0,0
56,"COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4ccc5c6ccc(-c7cc(C)c(-c8ccc(-c9sc(C=C(C#N)C(=O)OC)cc9C)s8)s7)cc6n(C)c5c4)cc3C)s2)s1
",-0.179,-0.13,948.276,910.9799999999998,0.46489358022062566,0.34815462958231264,0.34815462958231264,-0.46489358022062566,0,316,0,7,13,0,9,0,9,0,2,7,13,10,0,0,37,51,3,0,0,4,2
57,"Cc1ccsc1-c1sc(-c2sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2C)c2nc3c(nc21)-c1cccc2cccc-3c12
",-0.166,-0.118,644.8900000000002,616.6660000000002,0.2422084094226428,0.10960957312783376,0.10960957312783376,-0.2422084094226428,0,220,0,2,5,0,10,2,8,0,4,4,5,3,0,0,28,41,2,0,0,0,0
58,"Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3ccc(-c5ccc(C6=C7C(=O)N(C)C(c8cccs8)=C7C(=O)N6C)s5)s3)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1
",-0.161,-0.12,1035.4189999999999,989.0509999999994,0.30914282275277066,0.26064863274216765,0.26064863274216765,-0.30914282275277066,0,354,0,4,7,0,14,4,10,0,5,5,9,8,0,0,46,64,2,0,0,4,0
59,"COC(=O)c1cc2c(csc2-c2cc3c(s2)c(OC)c2ccsc2c3OC)s1
",-0.169,-0.108,446.5960000000002,432.4840000000002,0.49456322102422146,0.34756484443039215,0.34756484443039215,-0.49456322102422146,0,142,0,4,8,0,5,0,5,0,1,4,8,4,0,0,14,20,0,0,0,1,0
60,"COc1ccsc1-c1sc(-c2scc3c2C(=O)N(C)C3=O)cc1OC
",-0.165,-0.103,391.4950000000002,378.3910000000002,0.4951928606700175,0.26230324712736147,0.26230324712736147,-0.4951928606700175,0,128,0,5,7,0,4,1,3,0,0,3,8,4,0,0,13,17,1,0,0,2,0
61,"COc1c2ccsc2c(OC)c2cc(-c3cc(C)c(-c4sc(-c5sccc5C)c5c4C(=O)N(C)C5=O)s3)sc21
",-0.175,-0.112,607.8250000000003,586.6570000000003,0.494563221036178,0.26232809536822926,0.26232809536822926,-0.494563221036178,0,196,0,5,9,0,7,1,6,0,1,5,10,5,0,0,21,29,1,0,0,2,0
62,"Cc1nc2c3ccsc3c3sc(-c4ccc(-c5cnc(C6=S=CC=C6)c6nsnc65)s4)cc3c2nc1C
",-0.179,-0.137,569.7869999999999,554.6670000000001,0.2522294097797512,0.1320718924202178,0.1320718924202178,-0.2522294097797512,0,178,0,5,9,0,8,1,7,0,1,6,10,3,0,0,15,27,5,0,0,3,0
63,"COc1cccc2c1ccc(-c1ccc(-c3ccc(-c4cccs4)c4nsnc43)s1)c2OC
",-0.175,-0.125,486.64300000000014,468.49900000000014,0.4961116963700816,0.13495917040952568,0.13495917040952568,-0.4961116963700816,0,162,0,4,7,0,6,0,6,0,3,3,7,5,0,0,18,26,2,0,0,0,0
64,"CC1(C)c2cc(-c3ccc(-c4ccc(C=C(C#N)C#N)s4)s3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21
",-0.177,-0.137,601.8000000000002,574.5840000000002,0.3104951444461412,0.13057656342114796,0.13057656342114796,-0.3104951444461412,0,210,0,3,5,0,7,1,6,0,4,2,5,6,0,0,27,39,3,0,0,1,2
65,"Cc1ccc(-c2sc(-c3ccc(-c4ccc(N(c5ccc(-c6ccc(-c7sc(-c8ccc(C)s8)c8c7OCCO8)s6)cc5)c5ccc(-c6ccc(-c7sc(-c8ccc(C)s8)c8c7OCCO8)s6)cc5)cc4)s3)c3c2OCCO3)s1
",-0.148,-0.092,1200.657,1155.2969999999993,0.4845404957789436,0.1810130606716664,0.1810130606716664,-0.4845404957789436,0,392,0,7,16,0,15,3,12,0,3,9,16,12,0,0,45,63,1,0,0,0,0
66,"Cn1c2ccccc2c2cc(-c3cc4c(s3)-c3sc(C=C(C#N)C(=O)O)cc3C4(C)C)ccc21
",-0.179,-0.122,480.61400000000026,460.4540000000003,0.47711441105263874,0.3459922707463303,0.3459922707463303,-0.47711441105263874,0,166,1,4,5,1,6,1,5,0,2,3,6,3,0,0,20,28,2,0,0,2,1
67,"Cn1c2ccccc2c2ccc(-c3ccc(-c4nnc(-c5cccs5)c5nccnc45)s3)cc21
",-0.181,-0.136,475.60200000000015,458.4660000000002,0.3435905398140866,0.1307737534814963,0.1307737534814963,-0.3435905398140866,0,162,0,5,7,0,7,0,7,0,2,5,7,3,0,0,17,27,5,0,0,0,0
68,"CC(=O)c1cc2csc(-c3cc4c(s3)c(-c3ccc(C)s3)c3ccsc3c4-c3ccc(C)s3)c2s1
",-0.174,-0.112,562.8530000000002,544.7090000000003,0.29360468121648003,0.16925420595045662,0.16925420595045662,-0.29360468121648003,0,172,0,1,7,0,7,0,7,0,1,6,7,4,0,0,18,28,0,0,0,1,0
